56,41,
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
5,5,0.0,0.0
5,6,0.0,0.0
5,7,0.0,2.487678340925889E-284
5,8,0.0,3.493553983234121E-240
5,9,0.0,4.583597152088584E-213
5,10,0.0,2.931200193381376E-192
5,11,0.0,4.273369256023564E-167
5,12,0.0,6.684379041790415E-152
5,13,0.0,3.0337220233883777E-137
5,14,0.0,7.873924530339168E-124
5,15,0.0,1.4968024969902636E-114
5,16,0.0,2.080729812041306E-106
5,17,0.0,2.1118697732234728E-100
5,18,0.0,3.2862676594769802E-93
5,19,0.0,7.874149957465113E-86
5,20,0.0,2.36620412293584E-81
5,21,0.0,2.00966788838069E-75
5,22,0.0,1.040903266675281E-70
5,23,0.0,3.519463786890509E-67
5,24,0.0,6.15846276626998E-64
5,25,0.0,4.297044042031697E-60
5,26,0.0,2.688770396259597E-56
5,27,0.0,2.431465412218828E-53
5,28,0.0,5.1251778732812286E-51
5,29,0.0,1.2174559056919953E-48
5,30,0.0,1.079666247049385E-44
5,31,0.0,1.1613146562850104E-41
5,32,0.0,1.2154157389126135E-38
5,33,0.0,5.060584529529745E-37
5,34,0.0,8.707170277698707E-36
5,35,0.0,2.928461495737864E-34
5,36,0.0,9.94948135384244E-33
5,37,0.0,3.2900951104341998E-31
5,38,0.0,2.9069371521448342E-30
5,39,0.0,2.447490211902308E-29
5,40,0.0,4.81048935207821E-27
5,41,0.0,4.420093621414355E-24
5,42,0.0,1.2877744052558335E-23
5,43,0.0,8.977649841654885E-23
5,44,0.0,4.584565488534909E-22
5,45,0.0,2.7246794023709595E-20
5,46,0.0,1.1051846138579745E-19
5,47,0.0,5.365544702383925E-19
5,48,0.0,4.192314211605498E-18
5,49,0.0,1.9072339433352154E-17
5,50,0.0,1.0859935439201276E-15
5,51,0.0,3.7943231806895994E-14
5,52,0.0,5.732841088648111E-13
5,53,0.0,4.064437885403843E-11
5,54,0.0,1.679987673891843E-9
5,55,0.0,1.642942372250704E-8
5,56,0.0,6.705055748202041E-8
5,57,0.0,5.616268785993138E-7
5,58,0.0,1.0748870290749132E-5
5,59,0.0,7.29795489351122E-5
5,60,0.0,9.853091659439176E-4
6,6,0.0,0.0
6,7,0.0,3.3346329356997095E-301
6,8,0.0,4.544431671445353E-250
6,9,0.0,3.221756032101326E-220
6,10,0.0,7.436402088145987E-198
6,11,0.0,2.8737676595402084E-171
6,12,0.0,2.1479741287847873E-155
6,13,0.0,3.431069729339317E-140
6,14,0.0,2.3623164768310984E-126
6,15,0.0,8.117596574477016E-117
6,16,0.0,1.8016391886381017E-108
6,17,0.0,2.5132420580896755E-102
6,18,0.0,7.960004254504126E-95
6,19,0.0,2.5820549138343787E-87
