107467,e46a7590-cedb-11e5-94cf-2dbc5404deb0,2016-02-09 03:19:13,37.764192,-122.433461,37.3945523,-122.0760376,0,0,0,0,244098
108163,c05ce4e0-cf43-11e5-8566-216722d56f59,2016-02-09 15:42:40,37.76734,-122.433148,37.8048733,-122.2951396,1,0,0,0,245610
112302,98e09660-d073-11e5-a4cf-61d1c4759ea7,2016-02-11 03:57:40,37.774221,-122.439118,37.7768376,-122.4370025,1,0,0,1,255565
112307,a709c540-d073-11e5-a4cf-61d1c4759ea7,2016-02-11 03:58:04,37.774195,-122.439117,37.7768376,-122.4370025,1,0,0,1,255565
114862,3411b930-d14a-11e5-8e21-dbed5c08dccb,2016-02-12 05:33:53,37.764227,-122.430289,37.7844038,-122.4033995,0,0,0,0,261572
119191,dd851da0-d2cf-11e5-a015-031b0df77068,2016-02-14 04:03:12,37.776059,-122.437103,37.793652,-122.420296,0,-1,1,-1,270526
120218,2e6091b0-d360-11e5-8125-53b9112b66b9,2016-02-14 21:16:15,37.767147,-122.428974,37.787479,-122.40521,0,0,0,0,272187
122023,d23c7d50-d42b-11e5-acef-ebfedccbfc30,2016-02-15 21:33:58,37.777018,-122.436918,37.7555095,-122.4210085,0,0,0,0,275647
122340,87896780-d441-11e5-acef-ebfedccbfc30,2016-02-16 00:09:21,37.771347,-122.438169,37.793652,-122.420296,0,-1,1,-1,276281
122497,40e7f540-d44a-11e5-acef-ebfedccbfc30,2016-02-16 01:11:48,37.764199,-122.430198,37.7785951,-122.3892698,1,0,0,0,276565
122679,6f601c30-d450-11e5-b78b-7b607246e4a7,2016-02-16 01:56:03,37.804825,-122.476963,37.7741544,-122.4390589,0,0,1,0,276876
123031,c9ea9300-d46f-11e5-b78b-7b607246e4a7,2016-02-16 05:40:29,37.77637,-122.438027,37.793652,-122.420296,0,-1,1,-1,277614
124778,c1a32a30-d51a-11e5-9dc6-1527de29158c,2016-02-17 02:04:19,37.777026,-122.436974,37.7712502,-122.4237707,0,1,0,0,281811
126839,e1c1d650-d5d7-11e5-be29-03b0d2ea7ed2,2016-02-18 00:38:08,37.775212,-122.397892,37.7554173,-122.4171285,0,1,0,0,286460
127580,305f3a50-d5f1-11e5-be29-03b0d2ea7ed2,2016-02-18 03:39:18,37.763286,-122.458566,37.7660309,-122.4602997,0,0,0,0,288318
127609,60cdd6e0-d5f3-11e5-8cd6-9bc789e0f514,2016-02-18 03:54:58,37.764216,-122.43006,37.7769991,-122.4370356,1,0,0,1,288390
127839,b2f7e740-d610-11e5-afaa-d922615b9fe5,2016-02-18 07:24:51,37.776031,-122.4371,37.7769991,-122.4370356,1,1,1,1,288935
127867,7d113d80-d614-11e5-afaa-d922615b9fe5,2016-02-18 07:51:59,37.785705,-122.469556,37.7883526,-122.4093409,0,0,0,1,288977
127869,94208f80-d614-11e5-afaa-d922615b9fe5,2016-02-18 07:52:37,37.778277,-122.413234,37.8528068,-122.2700629,1,0,0,0,288978
127870,973597b0-d614-11e5-afaa-d922615b9fe5,2016-02-18 07:52:42,37.773262,-122.433926,37.74594,-122.4323434,1,-1,0,-1,288964
127875,b84110b0-d614-11e5-afaa-d922615b9fe5,2016-02-18 07:53:38,37.773258,-122.433859,37.3541079,-121.9552356,1,-1,0,-1,288964
127878,93c77d90-d615-11e5-afaa-d922615b9fe5,2016-02-18 07:59:46,37.7929053,-122.397059,37.7598324,-122.3892923,-1,-1,-1,-1,288983
127879,a0e704a0-d615-11e5-be29-03b0d2ea7ed2,2016-02-18 08:00:08,37.776042,-122.437162,37.7563739,-122.3883911,1,1,0,0,288952
127893,f9bbdb00-d61a-11e5-afaa-d922615b9fe5,2016-02-18 08:38:25,40.780937,-111.87863,40.278871,-111.7113569,1,0,0,0,289026
127894,076fb2d0-d61b-11e5-afaa-d922615b9fe5,2016-02-18 08:38:48,40.781036,-111.878748,40.278871,-111.7113569,1,0,0,0,289026
127906,f05a05f0-d61f-11e5-afaa-d922615b9fe5,2016-02-18 09:13:56,37.792345,-122.433844,37.7816541,-122.4513021,1,0,0,1,289048
127914,c69971a0-d62f-11e5-afaa-d922615b9fe5,2016-02-18 11:07:18,37.738438,-122.437205,37.8034787,-122.4240309,1,0,0,1,289065
127920,2f4f7100-d63e-11e5-be29-03b0d2ea7ed2,2016-02-18 12:50:27,37.768636,-122.4519,37.7610676,-122.4345624,-1,-1,-1,-1,289097
127923,b07c5490-d63f-11e5-afaa-d922615b9fe5,2016-02-18 13:01:13,37.768532,-122.451891,37.7610676,-122.4345624,-1,-1,-1,-1,289097
127936,da9869d0-d644-11e5-afaa-d922615b9fe5,2016-02-18 13:38:11,37.803171,-122.413066,37.7625209,-122.3953784,1,0,0,0,289142
127943,41e1d750-d647-11e5-afaa-d922615b9fe5,2016-02-18 13:55:24,37.778816,-122.505386,37.7703742,-122.3872691,1,0,0,1,289170
127945,cb9ca150-d647-11e5-afaa-d922615b9fe5,2016-02-18 13:59:15,37.803087,-122.413143,37.7625209,-122.3953784,1,0,0,0,289181
127952,107c5040-d648-11e5-be29-03b0d2ea7ed2,2016-02-18 14:01:10,37.688037,-122.460596,37.7756674,-122.4505448,0,0,0,1,289192
127953,247588a0-d648-11e5-be29-03b0d2ea7ed2,2016-02-18 14:01:44,37.690364,-122.461269,37.7756674,-122.4505448,0,0,0,1,289192
127960,bc221dd0-d648-11e5-afaa-d922615b9fe5,2016-02-18 14:05:58,37.31394,-122.005082,37.791287,-122.413186,1,0,0,0,289200
127967,6090d7d0-d649-11e5-be29-03b0d2ea7ed2,2016-02-18 14:10:34,37.787103,-122.414109,37.7848733,-122.4323981,1,0,0,0,289205
127978,ce70c890-d64a-11e5-afaa-d922615b9fe5,2016-02-18 14:20:48,37.897169,-122.183931,37.7935184,-122.3944415,1,0,0,0,289237
127980,0215e9f0-d64b-11e5-be29-03b0d2ea7ed2,2016-02-18 14:22:15,37.897088,-122.183975,37.7935184,-122.3944415,1,0,0,1,289237
127984,52d1a370-d64b-11e5-be29-03b0d2ea7ed2,2016-02-18 14:24:30,37.746242,-122.429119,37.7673593,-122.39137,1,0,0,1,289246
127997,0685aab0-d64c-11e5-be29-03b0d2ea7ed2,2016-02-18 14:29:31,37.738409,-122.437094,37.8034787,-122.4240309,1,0,0,1,289275
127999,2e3cc020-d64c-11e5-be29-03b0d2ea7ed2,2016-02-18 14:30:38,37.784443,-122.445971,37.7869525,-122.4212934,1,0,0,0,289280
128003,51fea690-d64c-11e5-be29-03b0d2ea7ed2,2016-02-18 14:31:38,37.73138,-122.388471,37.779756,-122.41415,1,0,0,0,289284
128009,c8c747f0-d64c-11e5-be29-03b0d2ea7ed2,2016-02-18 14:34:57,37.7951775,-122.4027787,37.765684,-122.44861,0,1,1,0,289273
128013,2f010510-d64d-11e5-afaa-d922615b9fe5,2016-02-18 14:37:49,37.785607,-122.41419,37.8052016,-122.2745116,0,0,0,1,289311
128019,bd12f430-d64d-11e5-be29-03b0d2ea7ed2,2016-02-18 14:41:47,37.760289,-122.440664,37.7630895,-122.4578144,1,0,0,1,289322
128030,b87a8ae0-d64e-11e5-be29-03b0d2ea7ed2,2016-02-18 14:48:49,43.689619,-79.301232,43.6706297,-79.3292834,1,-1,0,-1,289351
128038,5338cce0-d64f-11e5-be29-03b0d2ea7ed2,2016-02-18 14:53:09,37.71321,-122.462405,37.7821827,-122.50432,1,-1,0,-1,289380
