56,21,
0
2
4
6
8
10
12
14
16
18
20
22
24
26
28
30
32
34
36
38
40
5,5,0.0,0.0
5,6,0.0,0.0
5,7,0.0,1.1576745481217826E-282
5,8,0.0,4.715390025690065E-239
5,9,0.0,1.9723425475996165E-212
5,10,0.0,6.3616441883920795E-192
5,11,0.0,4.046909343965441E-167
5,12,0.0,4.4411604731500374E-152
5,13,0.0,2.0398452625624956E-137
5,14,0.0,5.054613005367957E-124
5,15,0.0,9.929170429382335E-115
5,16,0.0,1.396850604208462E-106
5,17,0.0,1.5365993853401848E-100
5,18,0.0,2.7643885068982966E-93
5,19,0.0,6.549113735144808E-86
5,20,0.0,1.9860751926841E-81
5,21,0.0,1.6269064653491414E-75
5,22,0.0,9.893143875837289E-71
5,23,0.0,3.5054404536582766E-67
5,24,0.0,6.449154778314253E-64
5,25,0.0,4.6235128509921044E-60
5,26,0.0,2.929912845781005E-56
5,27,0.0,2.744342566412465E-53
5,28,0.0,6.086428044058456E-51
5,29,0.0,1.4585876080892913E-48
5,30,0.0,1.3853260255662636E-44
5,31,0.0,1.5616229881452088E-41
5,32,0.0,1.6121047528700656E-38
5,33,0.0,7.221916781502636E-37
5,34,0.0,1.24459348179121E-35
5,35,0.0,4.2725737376251005E-34
5,36,0.0,1.449835948605102E-32
5,37,0.0,4.864573280179977E-31
5,38,0.0,4.3127142546248866E-30
5,39,0.0,3.672862237291124E-29
5,40,0.0,7.699844923490215E-27
5,41,0.0,7.830428823467839E-24
5,42,0.0,2.3244527968292507E-23
5,43,0.0,1.6207435577300876E-22
5,44,0.0,8.328807903502811E-22
5,45,0.0,5.186307560789504E-20
5,46,0.0,2.1082625011081385E-19
5,47,0.0,1.0204249794979693E-18
5,48,0.0,8.104641968781958E-18
5,49,0.0,3.648954686378866E-17
5,50,0.0,2.2971973644113418E-15
5,51,0.0,8.335314788279258E-14
5,52,0.0,1.314535954651849E-12
5,53,0.0,9.256644246829993E-11
5,54,0.0,4.236157627391842E-9
5,55,0.0,3.444013449692671E-8
5,56,0.0,1.3966195852182654E-7
5,57,0.0,1.1562671032833072E-6
5,58,0.0,2.1647839287109112E-5
5,59,0.0,1.4520220096760918E-4
5,60,0.0,0.0018962877518336517
6,6,0.0,0.0
6,7,0.0,1.3128869863837575E-299
6,8,0.0,4.877600235931854E-249
6,9,0.0,1.077574000437959E-219
6,10,0.0,1.2741098378763435E-197
6,11,0.0,2.205549338836881E-171
6,12,0.0,1.1821084148429083E-155
6,13,0.0,1.9710244244074467E-140
6,14,0.0,1.3244538491647454E-126
6,15,0.0,4.7739200917216346E-117
6,16,0.0,1.0844786437946802E-108
6,17,0.0,1.6546816083146432E-102
6,18,0.0,6.128133851445554E-95
6,19,0.0,1.9794781317865388E-87
6,20,0.0,7.157208955473335E-83
6,21,0.0,7.297035816233011E-77
